,discourse_id,discourse_text
326,0859f09e1301,"The planet resembles a surface with rocky sediment and includes things such as valleys, mountains, and craters."
327,0859f09e1301,In the fifth paragraph it states that NASA is coming up with possible solutions to avoid most of these issues.
328,0859f09e1301,One of them is inventing is a small vehical that resembles a blimp floating 30 miles above Venus's landscape.
329,7a64b833e900,Now this doesn't get the scientest what they want exactly what they want
330,bc308615acee,because due to the planets atmospher light doesn't peneatrate very well making it difficult to observe ground conditions.
331,bc308615acee,It also limits the amount that you would see in pictures and vidoes of the planet.
332,bc308615acee,Many researchers are working on new inventions so macheines will last longer on the harsh planet.
333,bc308615acee,For example in the seventh paragraph NASA states that it has been working on electronics made of silicon carbon and they have even tested it a chamber concluding that it lasted in the harsh conditions for three weeks.
334,bc308615acee,"They are also recyclaling old ideas from the 1800's, they are trying to use a computor that does calculations,but theinvention uses gears and levers, meaning that it doesn't require any electricity to work."
335,927aa74c8d21,Scientest are working hard to accheve this goal to explore this harsh mystery planet.
336,927aa74c8d21,They accept the challanges that come with it and they strive to succeed not only to gain insight but to quench their curiosity that all humans have about this planet and the possibilities that it could lead to.
337,ba3f708db030,Students shouldn't have to participate in one extracurricular activity or any
338,efeb7a805421,Students have other things to do at home
339,03205305e7bd,Many students have a lot of things to do at home and they're already busy with other things.
340,03205305e7bd,Students have a lot of homework to do from different teachers.
341,03205305e7bd,"For an example students are given a lot of homework and have chores to do at home like cleaning clothes, taking care of their pets, cleaning the house or taking care of their siblings."
342,03205305e7bd,Some students are already tired from school and might not want to participate in any other activity because they have to wake up early for school and have to do school work really early even though science say that the human brain starts working correctly when it's ten in the morning so that means the human brain of a middle school might not work so well at six or seven in the gosh darn morning.
343,e0c8f73f08a4,"I disagree with the principal that every student must participate in an activity because not everyone is sporty, want to stay inside and do the yearbook or serve on the student council."
344,0d1e519f6453,Some kids just want to go home and relax a bit after doing work at school or some just want to play games to realest their stress of school.
345,5986a3e97577,I think that students don't need to participate an any sort of activity that has to do with school because people want their minds off of school and not have to worry so much about it.
346,5986a3e97577,Kids just wanna have fun out of school and don't want to do anything school related.
347,5986a3e97577,Well most kids don't want anything to do with school once they get home.
348,a9d46712d873,I think that the principal should not decided that every single gosh darn student should do an extracurricular activity.
349,e36134b9e9ac,"Have you every herd about the story "" A Cowboy Who Rode the Waves""?"
350,e36134b9e9ac,If you haven't you get to become a Seagoing Cowboy.
351,e36134b9e9ac,"You also don't just watch farm animals you can stop at places like Greece,Itay,& China on your trip."
352,9312c509fc2f,You have to try this out
353,b5812a378920,When you go and become a Seagoing Cowboy you get to live on a boat with farm animals.
354,b5812a378920,Also while on your way to your distanation you get to stop at cool places.
355,b5812a378920,"You can stop Greece,Italy,& China."
356,b5812a378920,Also even a castle.
357,b5812a378920,You get to see different cultures.
358,b5812a378920,When your fun and amazing trip comes to an end and you have to go home.
359,b5812a378920,"Where their were animals is a big and open, because they are gone now."
360,b5812a378920,"So you play sports like baseball, volleyball, table-tennis, fencing, and boxing."
361,b5812a378920,Also it wastes time on the way back.
362,2fdae40d3aab,I belevie if you do go you would have one of the best time of your life.
363,9a07bfe21f26,Also keep in mind this is to help paces after World War II.
364,7fd6e0773bcf,And you get to see how this world changed from a war.
365,7fd6e0773bcf,And how people are doing in their new home that was maybe was distroed.
366,7fd6e0773bcf,And when you do help you see how the people are happy and so thankful for you help with supplies.
367,7fd6e0773bcf,So they can now live again with some comfort.
368,8c6277128522,This essay is about if drivers should or not be able to use cell phones in any capacity while operating a vehicle.
369,bc0f305560fc,I strongly feel like drivers shouldn't be able to use their cell phones while operating a vehicle because it can be dangerous for them and everyone else on the road.
370,891ea1f779cd,Using your cellphone can actually be deadly
371,7fccafa75c59,"because cell phones can cause inattention blindness while driving, you are putting yourself and others around you in danger, and placing a ban on cell phone use while driving is proven to be effective."
